2025-05-01T00:43:11
Configurations(Methods):
Name,Touch Interfaces
config01,"Button00, TS05"
config02,"Slider00, TS15, TS14, TS13, TS12, TS01"
Logs:
"config01:Button00:Measurement Value",Baseline,Threshold,Touch ON/OFF Difference,Hysteresis,Status,"config02:Slider00:Status",Threshold,Resolution,TS15:Measurement Value,TS14:Measurement Value,TS13:Measurement Value,TS12:Measurement Value,TS01:Measurement Value
11631,11666,1450,-35,72,0,65535,1807,100,11526,11476,11653,11597,11760
11618,11666,1450,-48,72,0,65535,1807,100,11537,11494,11640,11582,12139
11629,11609,1450,20,72,0,65535,1807,100,11557,11517,11650,11611,12427
11622,11609,1450,13,72,0,100,1807,100,11519,11518,11666,11636,12875
11634,11609,1450,25,72,0,-,-,-,-,-,-,-,-
11606,11609,1450,-3,72,0,98,1807,100,11518,11524,11642,11875,13092
11601,11609,1450,-8,72,0,65535,1807,100,11524,11505,11644,12464,12414
11600,11609,1450,-9,72,0,69,1807,100,11527,11515,11848,12938,11812
11600,11609,1450,-9,72,0,65535,1807,100,11519,11518,12345,12424,11716
11600,11609,1450,-9,72,0,50,1807,100,11517,11650,12983,11795,11681
11617,11609,1450,8,72,0,49,1807,100,11568,11921,12972,11709,11694
11602,11609,1450,-7,72,0,65535,1807,100,11557,12386,12494,11652,11683
11621,11609,1450,12,72,0,31,1807,100,11655,12868,11966,11645,11679
11610,11609,1450,1,72,0,28,1807,100,11901,12772,11691,11629,11680
11586,11609,1450,-23,72,0,3,1807,100,12719,11967,11630,11627,11685
11625,11609,1450,16,72,0,1,1807,100,13051,11569,11625,11582,11681
11627,11609,1450,18,72,0,1,1807,100,12528,11541,11627,11627,11709
11574,11609,1450,-35,72,0,65535,1807,100,11941,11538,11633,11585,11664
-,-,-,-,-,-,65535,1807,100,11752,11517,11596,11638,11689
11599,11609,1450,-10,72,0,65535,1807,100,11507,11460,11613,11563,11632
11596,11609,1450,-13,72,0,65535,1807,100,11485,11503,11571,11567,11654
11579,11609,1450,-30,72,0,65535,1807,100,11472,11473,11654,11619,11633
11590,11609,1450,-19,72,0,54,1807,100,11511,11546,12846,12313,11726
11607,11609,1450,-2,72,0,54,1807,100,11514,11581,12991,12431,11731
11613,11609,1450,4,72,0,54,1807,100,11518,11577,12982,12448,11760
11601,11609,1450,-8,72,0,54,1807,100,11489,11598,12981,12449,11746
11610,11602,1450,8,72,0,54,1807,100,11551,11574,13060,12436,11729
11603,11602,1450,1,72,0,54,1807,100,11507,11577,13042,12451,11746
11593,11602,1450,-9,72,0,65535,1807,100,11483,11500,11999,11784,11666
-,-,-,-,-,-,65535,1807,100,11490,11456,11602,11606,12009
11608,11602,1450,6,72,0,98,1807,100,11516,11511,11638,11925,13459
-,-,-,-,-,-,97,1807,100,11540,11557,11602,11989,13537
11619,11602,1450,17,72,0,98,1807,100,11521,11522,11655,11989,13556
-,-,-,-,-,-,98,1807,100,11531,11520,11712,12053,13595
11620,11602,1450,18,72,0,98,1807,100,11548,11524,11716,12036,13570
-,-,-,-,-,-,98,1807,100,11538,11520,11678,11998,13560
11604,11602,1450,2,72,0,65535,1807,100,11478,11492,11609,11634,11999
11616,11602,1450,14,72,0,65535,1807,100,11524,11499,11640,11551,11638
11606,11602,1450,4,72,0,65535,1807,100,11577,11949,11712,11598,11675
11602,11602,1450,0,72,0,32,1807,100,11556,13028,12122,11667,11700
11629,11602,1450,27,72,0,32,1807,100,11594,13084,12173,11650,11732
11613,11602,1450,11,72,0,32,1807,100,11645,13116,12169,11686,11725
11618,11602,1450,16,72,0,-,-,-,-,-,-,-,-
11604,11602,1450,2,72,0,32,1807,100,11639,13131,12226,11699,11724
11597,11610,1450,-13,72,0,65535,1807,100,11520,12186,11891,11586,11703
11597,11610,1450,-13,72,0,65535,1807,100,11504,11459,11593,11543,11622
11612,11610,1450,2,72,0,-,-,-,-,-,-,-,-
11630,11610,1450,20,72,0,70,1807,100,11532,11531,11923,13289,11917
11632,11610,1450,22,72,0,69,1807,100,11568,11551,12012,13322,11953
11635,11610,1450,25,72,0,-,-,-,-,-,-,-,-
-,-,-,-,-,-,70,1807,100,11537,11522,11751,12737,11831
11608,11610,1450,-2,72,0,65535,1807,100,11518,11470,11548,11547,11652
11602,11610,1450,-8,72,0,98,1807,100,11551,11486,11657,11931,13342
11603,11610,1450,-7,72,0,98,1807,100,11526,11504,11636,11918,13424
11597,11610,1450,-13,72,0,-,-,-,-,-,-,-,-
-,-,-,-,-,-,65535,1807,100,11534,11475,11571,11573,11645
-,-,-,-,-,-,65535,1807,100,11532,11546,11652,11586,11687
13856,11610,1450,2246,72,1,65535,1807,100,11534,11518,11675,11651,11736
12492,11610,1450,882,72,1,65535,1807,100,11525,11485,11595,11590,11669
11614,11610,1450,4,72,0,65535,1807,100,11507,11476,11608,11571,11652
11590,11610,1450,-20,72,0,65535,1807,100,11498,11448,11582,11533,11641
-,-,-,-,-,-,65535,1807,100,11508,11488,11616,11548,11601
11605,11610,1450,-5,72,0,65535,1807,100,11512,11480,11625,11585,11668
11596,11610,1450,-14,72,0,65535,1807,100,11509,11480,11578,11570,11636
11605,11610,1450,-5,72,0,65535,1807,100,11521,11481,11606,11551,11640
11594,11610,1450,-16,72,0,-,-,-,-,-,-,-,-
11579,11610,1450,-31,72,0,-,-,-,-,-,-,-,-
11567,11610,1450,-43,72,0,65535,1807,100,11501,11469,11575,11543,11621
11579,11610,1450,-31,72,0,65535,1807,100,11502,11470,11592,11518,11591
11571,11610,1450,-39,72,0,65535,1807,100,11519,11487,11615,11585,11617
11559,11610,1450,-51,72,0,65535,1807,100,12117,12212,11644,11613,11628
11595,11610,1450,-15,72,0,65535,1807,100,11544,11571,11882,12493,12065
11591,11598,1450,-7,72,0,65535,1807,100,11523,11534,11603,11589,11713
11586,11598,1450,-12,72,0,-,-,-,-,-,-,-,-
11588,11598,1450,-10,72,0,65535,1807,100,11518,11791,12380,11580,11662
11596,11598,1450,-2,72,0,65535,1807,100,11522,11502,11636,11661,12014
11582,11598,1450,-16,72,0,65535,1807,100,11499,11473,11617,11555,11690
11590,11598,1450,-8,72,0,65535,1807,100,11553,11514,11722,12215,12054
11582,11598,1450,-16,72,0,65535,1807,100,11793,11862,11663,11611,11657
-,-,-,-,-,-,65535,1807,100,11687,11477,11582,11601,11649
11572,11598,1450,-26,72,0,65535,1807,100,11487,11441,11571,11569,11597
11570,11598,1450,-28,72,0,65535,1807,100,11498,11458,11588,11575,11648
11570,11598,1450,-28,72,0,65535,1807,100,11488,11473,11554,11528,11613
11584,11598,1450,-14,72,0,1,1807,100,12624,11536,11651,11619,11665
11588,11598,1450,-10,72,0,65535,1807,100,11600,12345,12275,11676,11690
11590,11598,1450,-8,72,0,-,-,-,-,-,-,-,-
11603,11586,1450,17,72,0,65535,1807,100,11517,11547,11613,11588,11823
11566,11586,1450,-20,72,0,65535,1807,100,11498,11456,11604,11563,11589
11575,11586,1450,-11,72,0,65535,1807,100,11481,11469,11643,11619,12181
11584,11586,1450,-2,72,0,65535,1807,100,11511,11506,11637,12145,12566
11587,11586,1450,1,72,0,65535,1807,100,11522,11576,12654,12121,11724
11601,11586,1450,15,72,0,31,1807,100,11642,12827,11888,11646,11656
-,-,-,-,-,-,65535,1807,100,11634,11552,11621,11560,11636
11584,11586,1450,-2,72,0,-,-,-,-,-,-,-,-
11612,11586,1450,26,72,0,65535,1807,100,11492,11481,11627,11632,12455
11602,11586,1450,16,72,0,98,1807,100,11496,11518,11651,11815,13089
11600,11586,1450,14,72,0,50,1807,100,11484,11771,12833,11803,11694
11597,11586,1450,11,72,0,65535,1807,100,12452,12242,11697,11636,11686
11590,11586,1450,4,72,0,1,1807,100,12667,11589,11635,11625,11705
11576,11588,1450,-12,72,0,-,-,-,-,-,-,-,-
11595,11588,1450,7,72,0,65535,1807,100,11514,11571,12383,12597,11693
11559,11588,1450,-29,72,0,65535,1807,100,11498,11470,11593,11569,11661
11582,11588,1450,-6,72,0,65535,1807,100,11500,11493,11626,12631,12534
11584,11588,1450,-4,72,0,65535,1807,100,11511,11469,11589,11596,11653
11591,11588,1450,3,72,0,65535,1807,100,11493,11469,11620,11571,11635
11569,11588,1450,-19,72,0,65535,1807,100,11488,11466,11544,11556,11652
11584,11588,1450,-4,72,0,65535,1807,100,11510,11457,11548,11591,11645
11588,11588,1450,0,72,0,65535,1807,100,11479,11466,11607,11513,11644
11601,11588,1450,13,72,0,65535,1807,100,11469,11485,11614,11565,11680
11583,11588,1450,-5,72,0,65535,1807,100,11500,11478,11625,11593,11649
-,-,-,-,-,-,65535,1807,100,11465,11481,11605,11551,11653
-,-,-,-,-,-,65535,1807,100,11510,11487,11614,11567,11660
11589,11587,1450,2,72,0,65535,1807,100,11495,11519,11614,11552,11649
11599,11587,1450,12,72,0,65535,1807,100,11493,11476,11616,11589,11648
11592,11587,1450,5,72,0,65535,1807,100,11503,11477,11597,11603,11656
11608,11587,1450,21,72,0,65535,1807,100,11504,11518,11589,11596,11641
