2025-05-01T08:23:24
Configurations(Methods):
Name,Touch Interfaces
config01,"Button00, TS05"
config02,"Slider00, TS15, TS14, TS13, TS12, TS01"
Logs:
"config01:Button00:Measurement Value",Baseline,Threshold,Touch ON/OFF Difference,Hysteresis,Status,"config02:Slider00:Status",Threshold,Resolution,TS15:Measurement Value,TS14:Measurement Value,TS13:Measurement Value,TS12:Measurement Value,TS01:Measurement Value
11724,11602,1450,122,72,0,-,-,-,-,-,-,-,-
11714,11602,1450,112,72,0,-,-,-,-,-,-,-,-
11704,11602,1450,102,72,0,-,-,-,-,-,-,-,-
11692,11602,1450,90,72,0,-,-,-,-,-,-,-,-
11679,11602,1450,77,72,0,-,-,-,-,-,-,-,-
11662,11602,1450,60,72,0,-,-,-,-,-,-,-,-
11658,11602,1450,56,72,0,-,-,-,-,-,-,-,-
11644,11602,1450,42,72,0,-,-,-,-,-,-,-,-
11642,11602,1450,40,72,0,-,-,-,-,-,-,-,-
11635,11602,1450,33,72,0,-,-,-,-,-,-,-,-
11646,11602,1450,44,72,0,-,-,-,-,-,-,-,-
11648,11602,1450,46,72,0,-,-,-,-,-,-,-,-
11648,11602,1450,46,72,0,-,-,-,-,-,-,-,-
11651,11602,1450,49,72,0,-,-,-,-,-,-,-,-
11653,11602,1450,51,72,0,-,-,-,-,-,-,-,-
11645,11602,1450,43,72,0,-,-,-,-,-,-,-,-
11639,11602,1450,37,72,0,-,-,-,-,-,-,-,-
11645,11602,1450,43,72,0,-,-,-,-,-,-,-,-
11654,11602,1450,52,72,0,-,-,-,-,-,-,-,-
11673,11602,1450,71,72,0,-,-,-,-,-,-,-,-
11661,11602,1450,59,72,0,-,-,-,-,-,-,-,-
11665,11602,1450,63,72,0,-,-,-,-,-,-,-,-
11669,11602,1450,67,72,0,-,-,-,-,-,-,-,-
11673,11602,1450,71,72,0,-,-,-,-,-,-,-,-
11671,11602,1450,69,72,0,-,-,-,-,-,-,-,-
11673,11602,1450,71,72,0,-,-,-,-,-,-,-,-
11663,11602,1450,61,72,0,-,-,-,-,-,-,-,-
11653,11602,1450,51,72,0,-,-,-,-,-,-,-,-
11647,11602,1450,45,72,0,-,-,-,-,-,-,-,-
11646,11602,1450,44,72,0,-,-,-,-,-,-,-,-
11645,11602,1450,43,72,0,-,-,-,-,-,-,-,-
11655,11602,1450,53,72,0,-,-,-,-,-,-,-,-
11659,11602,1450,57,72,0,-,-,-,-,-,-,-,-
11660,11602,1450,58,72,0,-,-,-,-,-,-,-,-
11659,11602,1450,57,72,0,-,-,-,-,-,-,-,-
11661,11602,1450,59,72,0,-,-,-,-,-,-,-,-
11648,11602,1450,46,72,0,-,-,-,-,-,-,-,-
11645,11602,1450,43,72,0,-,-,-,-,-,-,-,-
11640,11602,1450,38,72,0,-,-,-,-,-,-,-,-
11639,11602,1450,37,72,0,-,-,-,-,-,-,-,-
11654,11602,1450,52,72,0,-,-,-,-,-,-,-,-
11660,11602,1450,58,72,0,-,-,-,-,-,-,-,-
11653,11602,1450,51,72,0,-,-,-,-,-,-,-,-
11659,11602,1450,57,72,0,-,-,-,-,-,-,-,-
11644,11602,1450,42,72,0,-,-,-,-,-,-,-,-
11644,11602,1450,42,72,0,-,-,-,-,-,-,-,-
11639,11602,1450,37,72,0,-,-,-,-,-,-,-,-
11642,11602,1450,40,72,0,-,-,-,-,-,-,-,-
11638,11602,1450,36,72,0,-,-,-,-,-,-,-,-
11641,11602,1450,39,72,0,-,-,-,-,-,-,-,-
11642,11602,1450,40,72,0,-,-,-,-,-,-,-,-
11646,11602,1450,44,72,0,-,-,-,-,-,-,-,-
11648,11602,1450,46,72,0,-,-,-,-,-,-,-,-
11645,11602,1450,43,72,0,-,-,-,-,-,-,-,-
11634,11602,1450,32,72,0,-,-,-,-,-,-,-,-
11635,11602,1450,33,72,0,-,-,-,-,-,-,-,-
11652,11602,1450,50,72,0,-,-,-,-,-,-,-,-
11652,11602,1450,50,72,0,-,-,-,-,-,-,-,-
11644,11602,1450,42,72,0,-,-,-,-,-,-,-,-
11653,11602,1450,51,72,0,-,-,-,-,-,-,-,-
11647,11602,1450,45,72,0,-,-,-,-,-,-,-,-
11648,11602,1450,46,72,0,-,-,-,-,-,-,-,-
11647,11602,1450,45,72,0,-,-,-,-,-,-,-,-
11651,11602,1450,49,72,0,-,-,-,-,-,-,-,-
11648,11602,1450,46,72,0,-,-,-,-,-,-,-,-
11642,11602,1450,40,72,0,-,-,-,-,-,-,-,-
11645,11602,1450,43,72,0,-,-,-,-,-,-,-,-
11638,11602,1450,36,72,0,-,-,-,-,-,-,-,-
11633,11602,1450,31,72,0,-,-,-,-,-,-,-,-
11627,11602,1450,25,72,0,-,-,-,-,-,-,-,-
11636,11602,1450,34,72,0,-,-,-,-,-,-,-,-
11638,11602,1450,36,72,0,-,-,-,-,-,-,-,-
11638,11602,1450,36,72,0,-,-,-,-,-,-,-,-
11639,11602,1450,37,72,0,-,-,-,-,-,-,-,-
11637,11602,1450,35,72,0,-,-,-,-,-,-,-,-
11632,11602,1450,30,72,0,-,-,-,-,-,-,-,-
11638,11602,1450,36,72,0,-,-,-,-,-,-,-,-
11651,11602,1450,49,72,0,-,-,-,-,-,-,-,-
11640,11602,1450,38,72,0,-,-,-,-,-,-,-,-
11634,11602,1450,32,72,0,-,-,-,-,-,-,-,-
11640,11602,1450,38,72,0,-,-,-,-,-,-,-,-
11640,11602,1450,38,72,0,-,-,-,-,-,-,-,-
11640,11602,1450,38,72,0,-,-,-,-,-,-,-,-
11645,11602,1450,43,72,0,-,-,-,-,-,-,-,-
11647,11602,1450,45,72,0,-,-,-,-,-,-,-,-
11655,11602,1450,53,72,0,-,-,-,-,-,-,-,-
11643,11602,1450,41,72,0,-,-,-,-,-,-,-,-
11638,11602,1450,36,72,0,-,-,-,-,-,-,-,-
11638,11602,1450,36,72,0,-,-,-,-,-,-,-,-
11633,11602,1450,31,72,0,-,-,-,-,-,-,-,-
11635,11602,1450,33,72,0,-,-,-,-,-,-,-,-
11628,11602,1450,26,72,0,-,-,-,-,-,-,-,-
11633,11602,1450,31,72,0,-,-,-,-,-,-,-,-
11628,11602,1450,26,72,0,-,-,-,-,-,-,-,-
11631,11602,1450,29,72,0,-,-,-,-,-,-,-,-
11631,11602,1450,29,72,0,-,-,-,-,-,-,-,-
11636,11602,1450,34,72,0,-,-,-,-,-,-,-,-
11638,11602,1450,36,72,0,-,-,-,-,-,-,-,-
11636,11602,1450,34,72,0,-,-,-,-,-,-,-,-
11634,11602,1450,32,72,0,-,-,-,-,-,-,-,-
11643,11602,1450,41,72,0,-,-,-,-,-,-,-,-
11649,11602,1450,47,72,0,-,-,-,-,-,-,-,-
11654,11602,1450,52,72,0,-,-,-,-,-,-,-,-
11648,11602,1450,46,72,0,-,-,-,-,-,-,-,-
11641,11602,1450,39,72,0,-,-,-,-,-,-,-,-
11630,11602,1450,28,72,0,-,-,-,-,-,-,-,-
11626,11602,1450,24,72,0,-,-,-,-,-,-,-,-
11632,11602,1450,30,72,0,-,-,-,-,-,-,-,-
11623,11602,1450,21,72,0,-,-,-,-,-,-,-,-
11641,11602,1450,39,72,0,-,-,-,-,-,-,-,-
11637,11602,1450,35,72,0,-,-,-,-,-,-,-,-
11645,11602,1450,43,72,0,-,-,-,-,-,-,-,-
11645,11602,1450,43,72,0,-,-,-,-,-,-,-,-
11636,11602,1450,34,72,0,-,-,-,-,-,-,-,-
11631,11602,1450,29,72,0,-,-,-,-,-,-,-,-
11635,11602,1450,33,72,0,-,-,-,-,-,-,-,-
11641,11602,1450,39,72,0,-,-,-,-,-,-,-,-
11629,11602,1450,27,72,0,-,-,-,-,-,-,-,-
11616,11602,1450,14,72,0,-,-,-,-,-,-,-,-
11621,11602,1450,19,72,0,-,-,-,-,-,-,-,-
11614,11602,1450,12,72,0,-,-,-,-,-,-,-,-
11630,11602,1450,28,72,0,-,-,-,-,-,-,-,-
11645,11602,1450,43,72,0,-,-,-,-,-,-,-,-
11664,11602,1450,62,72,0,-,-,-,-,-,-,-,-
11659,11602,1450,57,72,0,-,-,-,-,-,-,-,-
11658,11602,1450,56,72,0,-,-,-,-,-,-,-,-
11642,11602,1450,40,72,0,-,-,-,-,-,-,-,-
11633,11602,1450,31,72,0,-,-,-,-,-,-,-,-
11621,11602,1450,19,72,0,-,-,-,-,-,-,-,-
11608,11602,1450,6,72,0,-,-,-,-,-,-,-,-
11614,11602,1450,12,72,0,-,-,-,-,-,-,-,-
11612,11602,1450,10,72,0,-,-,-,-,-,-,-,-
11610,11602,1450,8,72,0,-,-,-,-,-,-,-,-
11611,11602,1450,9,72,0,-,-,-,-,-,-,-,-
11623,11602,1450,21,72,0,-,-,-,-,-,-,-,-
11634,11602,1450,32,72,0,-,-,-,-,-,-,-,-
11632,11602,1450,30,72,0,-,-,-,-,-,-,-,-
11626,11602,1450,24,72,0,-,-,-,-,-,-,-,-
11623,11602,1450,21,72,0,-,-,-,-,-,-,-,-
11619,11602,1450,17,72,0,-,-,-,-,-,-,-,-
11627,11602,1450,25,72,0,-,-,-,-,-,-,-,-
11622,11602,1450,20,72,0,-,-,-,-,-,-,-,-
11620,11602,1450,18,72,0,-,-,-,-,-,-,-,-
11632,11602,1450,30,72,0,-,-,-,-,-,-,-,-
11630,11602,1450,28,72,0,-,-,-,-,-,-,-,-
11637,11602,1450,35,72,0,-,-,-,-,-,-,-,-
11644,11602,1450,42,72,0,-,-,-,-,-,-,-,-
11640,11602,1450,38,72,0,-,-,-,-,-,-,-,-
11633,11602,1450,31,72,0,-,-,-,-,-,-,-,-
11626,11602,1450,24,72,0,-,-,-,-,-,-,-,-
11621,11602,1450,19,72,0,-,-,-,-,-,-,-,-
11619,11602,1450,17,72,0,-,-,-,-,-,-,-,-
11638,11602,1450,36,72,0,-,-,-,-,-,-,-,-
11642,11602,1450,40,72,0,-,-,-,-,-,-,-,-
11629,11602,1450,27,72,0,-,-,-,-,-,-,-,-
11627,11602,1450,25,72,0,-,-,-,-,-,-,-,-
11625,11602,1450,23,72,0,-,-,-,-,-,-,-,-
11633,11602,1450,31,72,0,-,-,-,-,-,-,-,-
11622,11602,1450,20,72,0,-,-,-,-,-,-,-,-
11616,11602,1450,14,72,0,-,-,-,-,-,-,-,-
11626,11602,1450,24,72,0,-,-,-,-,-,-,-,-
11619,11602,1450,17,72,0,-,-,-,-,-,-,-,-
11621,11602,1450,19,72,0,-,-,-,-,-,-,-,-
11615,11602,1450,13,72,0,-,-,-,-,-,-,-,-
11622,11602,1450,20,72,0,-,-,-,-,-,-,-,-
11624,11602,1450,22,72,0,-,-,-,-,-,-,-,-
11638,11602,1450,36,72,0,-,-,-,-,-,-,-,-
11636,11602,1450,34,72,0,-,-,-,-,-,-,-,-
11638,11602,1450,36,72,0,-,-,-,-,-,-,-,-
11638,11602,1450,36,72,0,-,-,-,-,-,-,-,-
11635,11602,1450,33,72,0,-,-,-,-,-,-,-,-
11630,11602,1450,28,72,0,-,-,-,-,-,-,-,-
