2025-05-01T11:56:12
Configurations(Methods):
Name,Touch Interfaces
config01,"Button00, TS05"
config02,"Slider00, TS15, TS14, TS13, TS12, TS01"
Logs:
"config01:Button00:Measurement Value",Baseline,Threshold,Touch ON/OFF Difference,Hysteresis,Status,"config02:Slider00:Status",Threshold,Resolution,TS15:Measurement Value,TS14:Measurement Value,TS13:Measurement Value,TS12:Measurement Value,TS01:Measurement Value
11625,11623,1450,2,72,0,65535,1807,100,11515,11498,11622,11585,11487
11621,11623,1450,-2,72,0,65535,1807,100,11508,11484,11601,11605,11503
11631,11623,1450,8,72,0,65535,1807,100,11506,11488,11650,11619,11541
11624,11623,1450,1,72,0,65535,1807,100,11504,11486,11619,11606,11550
11622,11623,1450,-1,72,0,65535,1807,100,11510,11513,11640,11593,11528
11624,11623,1450,1,72,0,65535,1807,100,11517,11508,11629,11608,11528
11639,11623,1450,16,72,0,65535,1807,100,11528,11504,11625,11599,11527
11619,11623,1450,-4,72,0,-,-,-,-,-,-,-,-
-,-,-,-,-,-,65535,1807,100,11531,11486,11655,11593,11543
11609,11623,1450,-14,72,0,65535,1807,100,11525,11498,11635,11619,11534
11650,11623,1450,27,72,0,65535,1807,100,11517,11492,11631,11582,11558
11633,11623,1450,10,72,0,65535,1807,100,11505,11499,11601,11538,11530
11615,11623,1450,-8,72,0,65535,1807,100,11495,11502,11626,11558,11539
11630,11623,1450,7,72,0,65535,1807,100,11509,11504,11642,11575,11514
11630,11623,1450,7,72,0,65535,1807,100,11478,11504,11614,11583,11511
11628,11623,1450,5,72,0,65535,1807,100,11469,11501,11634,11573,11521
11616,11623,1450,-7,72,0,65535,1807,100,11497,11490,11645,11569,11519
11605,11623,1450,-18,72,0,65535,1807,100,11502,11482,11586,11593,11525
11613,11623,1450,-10,72,0,65535,1807,100,11507,11487,11590,11585,11498
11635,11623,1450,12,72,0,65535,1807,100,11494,11499,11629,11581,11518
11603,11623,1450,-20,72,0,65535,1807,100,11508,11488,11650,11562,11447
11633,11623,1450,10,72,0,65535,1807,100,11507,11504,11624,11577,11478
11628,11623,1450,5,72,0,65535,1807,100,11511,11500,11645,11550,11521
11637,11623,1450,14,72,0,65535,1807,100,11517,11485,11602,11580,11511
11624,11623,1450,1,72,0,65535,1807,100,11535,11495,11639,11604,11525
11612,11623,1450,-11,72,0,65535,1807,100,11512,11489,11623,11574,11510
11604,11623,1450,-19,72,0,65535,1807,100,11522,11498,11646,11542,11491
11615,11623,1450,-8,72,0,65535,1807,100,11524,11499,11584,11586,11487
11611,11623,1450,-12,72,0,65535,1807,100,11508,11468,11627,11595,11500
11595,11623,1450,-28,72,0,65535,1807,100,11524,11475,11657,11604,11524
11603,11623,1450,-20,72,0,65535,1807,100,11506,11469,11626,11608,11495
11632,11623,1450,9,72,0,65535,1807,100,11505,11471,11655,11603,11484
11628,11618,1450,10,72,0,65535,1807,100,11523,11494,11624,11611,11526
11632,11618,1450,14,72,0,65535,1807,100,11537,11473,11600,11578,11532
11624,11618,1450,6,72,0,65535,1807,100,11503,11517,11637,11595,11488
11619,11618,1450,1,72,0,-,-,-,-,-,-,-,-
