变量1,变量2,变量3,变量4,变量5,变量6,变量7,变量8,变量9,变量10
0,11641,0.00,0,0,0,0,0,0.000,0
0,11644,0.00,0,0,0,0,0,0.000,0
0,11648,0.00,0,0,0,0,0,0.000,0
0,11643,0.00,0,0,0,0,0,0.000,0
0,11639,0.00,0,0,0,0,0,0.000,0
0,11630,0.00,0,0,0,0,0,0.000,0
0,11627,0.00,0,0,0,0,0,0.000,0
0,11591,0.00,0,0,0,0,0,0.000,0
0,11608,0.00,0,0,0,0,0,0.000,0
0,11616,0.00,0,0,0,0,0,0.000,0
0,11614,0.00,0,0,0,0,0,0.000,0
0,11613,0.00,0,0,0,0,0,0.000,0
0,11614,0.00,0,0,0,0,0,0.000,0
0,11613,0.00,0,0,0,0,0,0.000,0
0,11616,0.00,0,0,0,0,0,0.000,0
0,11625,0.00,0,0,0,0,0,0.000,0
0,11617,0.00,0,0,0,0,0,0.000,0
0,11620,0.00,0,0,0,0,0,0.000,0
0,11622,0.00,0,0,0,0,0,0.000,0
0,11623,0.00,0,0,0,0,0,0.000,0
0,11628,0.00,0,0,0,0,0,0.000,0
0,11633,0.00,0,0,0,0,0,0.000,0
0,11627,0.00,0,0,0,0,0,0.000,0
0,11640,0.00,0,0,0,0,0,0.000,0
0,11612,0.00,0,0,0,0,0,0.000,0
0,11636,0.00,0,0,0,0,0,0.000,0
0,11631,0.00,0,0,0,0,0,0.000,0
0,11634,0.00,0,0,0,0,0,0.000,0
0,11648,0.00,0,0,0,0,0,0.000,0
0,11642,0.00,0,0,0,0,0,0.000,0
0,11643,0.00,0,0,0,0,0,0.000,0
0,11638,0.00,0,0,0,0,0,0.000,0
0,11635,0.00,0,0,0,0,0,0.000,0
0,11596,0.00,0,0,0,0,0,0.000,0
0,11576,0.00,0,0,0,0,0,0.000,0
0,11593,0.00,0,0,0,0,0,0.000,0
0,11615,0.00,0,0,0,0,0,0.000,0
0,11620,0.00,0,0,0,0,0,0.000,0
0,11638,0.00,0,0,0,0,0,0.000,0
0,11640,0.00,0,0,0,0,0,0.000,0
0,11642,0.00,0,0,0,0,0,0.000,0
0,11640,0.00,0,0,0,0,0,0.000,0
0,11611,0.00,0,0,0,0,0,0.000,0
0,11593,0.00,0,0,0,0,0,0.000,0
0,11599,0.00,0,0,0,0,0,0.000,0
0,11614,0.00,0,0,0,0,0,0.000,0
0,11621,0.00,0,0,0,0,0,0.000,0
0,11594,0.00,0,0,0,0,0,0.000,0
0,11566,0.00,0,0,0,0,0,0.000,0
0,11555,0.00,0,0,0,0,0,0.000,0
0,11572,0.00,0,0,0,0,0,0.000,0
0,11547,0.00,0,0,0,0,0,0.000,0
0,11567,0.00,0,0,0,0,0,0.000,0
0,11577,0.00,0,0,0,0,0,0.000,0
0,11585,0.00,0,0,0,0,0,0.000,0
0,11559,0.00,0,0,0,0,0,0.000,0
0,11579,0.00,0,0,0,0,0,0.000,0
0,11596,0.00,0,0,0,0,0,0.000,0
0,11607,0.00,0,0,0,0,0,0.000,0
0,11617,0.00,0,0,0,0,0,0.000,0
0,11604,0.00,0,0,0,0,0,0.000,0
0,11579,0.00,0,0,0,0,0,0.000,0
0,11597,0.00,0,0,0,0,0,0.000,0
0,11621,0.00,0,0,0,0,0,0.000,0
0,11633,0.00,0,0,0,0,0,0.000,0
0,11634,0.00,0,0,0,0,0,0.000,0
0,11634,0.00,0,0,0,0,0,0.000,0
0,11643,0.00,0,0,0,0,0,0.000,0
0,11608,0.00,0,0,0,0,0,0.000,0
0,11613,0.00,0,0,0,0,0,0.000,0
0,11616,0.00,0,0,0,0,0,0.000,0
0,11616,0.00,0,0,0,0,0,0.000,0
0,11622,0.00,0,0,0,0,0,0.000,0
0,11624,0.00,0,0,0,0,0,0.000,0
0,11620,0.00,0,0,0,0,0,0.000,0
0,11600,0.00,0,0,0,0,0,0.000,0
0,11611,0.00,0,0,0,0,0,0.000,0
0,11623,0.00,0,0,0,0,0,0.000,0
0,11624,0.00,0,0,0,0,0,0.000,0
0,11621,0.00,0,0,0,0,0,0.000,0
0,11586,0.00,0,0,0,0,0,0.000,0
0,11564,0.00,0,0,0,0,0,0.000,0
0,11576,0.00,0,0,0,0,0,0.000,0
0,11589,0.00,0,0,0,0,0,0.000,0
0,11590,0.00,0,0,0,0,0,0.000,0
0,11607,0.00,0,0,0,0,0,0.000,0
0,11619,0.00,0,0,0,0,0,0.000,0
0,11620,0.00,0,0,0,0,0,0.000,0
0,11630,0.00,0,0,0,0,0,0.000,0
0,11605,0.00,0,0,0,0,0,0.000,0
0,11619,0.00,0,0,0,0,0,0.000,0
0,11633,0.00,0,0,0,0,0,0.000,0
0,11597,0.00,0,0,0,0,0,0.000,0
0,11605,0.00,0,0,0,0,0,0.000,0
0,11572,0.00,0,0,0,0,0,0.000,0
0,11586,0.00,0,0,0,0,0,0.000,0
0,11602,0.00,0,0,0,0,0,0.000,0
0,11613,0.00,0,0,0,0,0,0.000,0
0,11585,0.00,0,0,0,0,0,0.000,0
0,11594,0.00,0,0,0,0,0,0.000,0
0,11584,0.00,0,0,0,0,0,0.000,0
0,11606,0.00,0,0,0,0,0,0.000,0
0,11617,0.00,0,0,0,0,0,0.000,0
0,11618,0.00,0,0,0,0,0,0.000,0
0,11630,0.00,0,0,0,0,0,0.000,0
0,11644,0.00,0,0,0,0,0,0.000,0
0,11615,0.00,0,0,0,0,0,0.000,0
0,11593,0.00,0,0,0,0,0,0.000,0
0,11613,0.00,0,0,0,0,0,0.000,0
0,11624,0.00,0,0,0,0,0,0.000,0
0,11630,0.00,0,0,0,0,0,0.000,0
0,11631,0.00,0,0,0,0,0,0.000,0
0,11628,0.00,0,0,0,0,0,0.000,0
0,11592,0.00,0,0,0,0,0,0.000,0
0,11597,0.00,0,0,0,0,0,0.000,0
0,11601,0.00,0,0,0,0,0,0.000,0
0,11607,0.00,0,0,0,0,0,0.000,0
0,11608,0.00,0,0,0,0,0,0.000,0
0,11620,0.00,0,0,0,0,0,0.000,0
0,11615,0.00,0,0,0,0,0,0.000,0
0,11622,0.00,0,0,0,0,0,0.000,0
0,11578,0.00,0,0,0,0,0,0.000,0
0,11603,0.00,0,0,0,0,0,0.000,0
0,11620,0.00,0,0,0,0,0,0.000,0
0,11616,0.00,0,0,0,0,0,0.000,0
0,11619,0.00,0,0,0,0,0,0.000,0
0,11617,0.00,0,0,0,0,0,0.000,0
0,11621,0.00,0,0,0,0,0,0.000,0
0,11626,0.00,0,0,0,0,0,0.000,0
0,11619,0.00,0,0,0,0,0,0.000,0
0,11629,0.00,0,0,0,0,0,0.000,0
0,11624,0.00,0,0,0,0,0,0.000,0
0,11593,0.00,0,0,0,0,0,0.000,0
0,11597,0.00,0,0,0,0,0,0.000,0
0,11579,0.00,0,0,0,0,0,0.000,0
0,11581,0.00,0,0,0,0,0,0.000,0
0,11591,0.00,0,0,0,0,0,0.000,0
0,11609,0.00,0,0,0,0,0,0.000,0
0,11615,0.00,0,0,0,0,0,0.000,0
0,11619,0.00,0,0,0,0,0,0.000,0
0,11596,0.00,0,0,0,0,0,0.000,0
0,11607,0.00,0,0,0,0,0,0.000,0
0,11576,0.00,0,0,0,0,0,0.000,0
0,11566,0.00,0,0,0,0,0,0.000,0
0,11552,0.00,0,0,0,0,0,0.000,0
0,11572,0.00,0,0,0,0,0,0.000,0
0,11593,0.00,0,0,0,0,0,0.000,0
0,11602,0.00,0,0,0,0,0,0.000,0
0,11568,0.00,0,0,0,0,0,0.000,0
0,11583,0.00,0,0,0,0,0,0.000,0
0,11568,0.00,0,0,0,0,0,0.000,0
0,11556,0.00,0,0,0,0,0,0.000,0
0,11552,0.00,0,0,0,0,0,0.000,0
0,11573,0.00,0,0,0,0,0,0.000,0
0,11559,0.00,0,0,0,0,0,0.000,0
0,11580,0.00,0,0,0,0,0,0.000,0
0,11606,0.00,0,0,0,0,0,0.000,0
0,11606,0.00,0,0,0,0,0,0.000,0
0,11617,0.00,0,0,0,0,0,0.000,0
0,11620,0.00,0,0,0,0,0,0.000,0
0,11619,0.00,0,0,0,0,0,0.000,0
0,11623,0.00,0,0,0,0,0,0.000,0
0,11593,0.00,0,0,0,0,0,0.000,0
0,11612,0.00,0,0,0,0,0,0.000,0
0,11614,0.00,0,0,0,0,0,0.000,0
0,11620,0.00,0,0,0,0,0,0.000,0
0,11590,0.00,0,0,0,0,0,0.000,0
0,11598,0.00,0,0,0,0,0,0.000,0
0,11575,0.00,0,0,0,0,0,0.000,0
0,11596,0.00,0,0,0,0,0,0.000,0
0,11573,0.00,0,0,0,0,0,0.000,0
0,11599,0.00,0,0,0,0,0,0.000,0
0,11600,0.00,0,0,0,0,0,0.000,0
0,11615,0.00,0,0,0,0,0,0.000,0
0,11618,0.00,0,0,0,0,0,0.000,0
0,11640,0.00,0,0,0,0,0,0.000,0
0,11636,0.00,0,0,0,0,0,0.000,0
0,11641,0.00,0,0,0,0,0,0.000,0
0,11643,0.00,0,0,0,0,0,0.000,0
0,11642,0.00,0,0,0,0,0,0.000,0
0,11643,0.00,0,0,0,0,0,0.000,0
0,11643,0.00,0,0,0,0,0,0.000,0
0,11641,0.00,0,0,0,0,0,0.000,0
0,11635,0.00,0,0,0,0,0,0.000,0
0,11598,0.00,0,0,0,0,0,0.000,0
0,11603,0.00,0,0,0,0,0,0.000,0
0,11605,0.00,0,0,0,0,0,0.000,0
0,11615,0.00,0,0,0,0,0,0.000,0
0,11627,0.00,0,0,0,0,0,0.000,0
0,11622,0.00,0,0,0,0,0,0.000,0
0,11627,0.00,0,0,0,0,0,0.000,0
0,11598,0.00,0,0,0,0,0,0.000,0
0,11610,0.00,0,0,0,0,0,0.000,0
0,11611,0.00,0,0,0,0,0,0.000,0
0,11623,0.00,0,0,0,0,0,0.000,0
0,11622,0.00,0,0,0,0,0,0.000,0
0,11634,0.00,0,0,0,0,0,0.000,0
0,11639,0.00,0,0,0,0,0,0.000,0
0,11634,0.00,0,0,0,0,0,0.000,0
0,11626,0.00,0,0,0,0,0,0.000,0
0,11624,0.00,0,0,0,0,0,0.000,0
0,11637,0.00,0,0,0,0,0,0.000,0
0,11638,0.00,0,0,0,0,0,0.000,0
0,11629,0.00,0,0,0,0,0,0.000,0
0,11636,0.00,0,0,0,0,0,0.000,0
0,11633,0.00,0,0,0,0,0,0.000,0
0,11605,0.00,0,0,0,0,0,0.000,0
0,11613,0.00,0,0,0,0,0,0.000,0
0,11633,0.00,0,0,0,0,0,0.000,0
0,11634,0.00,0,0,0,0,0,0.000,0
0,11629,0.00,0,0,0,0,0,0.000,0
0,11634,0.00,0,0,0,0,0,0.000,0
0,11636,0.00,0,0,0,0,0,0.000,0
0,11641,0.00,0,0,0,0,0,0.000,0
0,11642,0.00,0,0,0,0,0,0.000,0
0,11610,0.00,0,0,0,0,0,0.000,0
0,11616,0.00,0,0,0,0,0,0.000,0
0,11616,0.00,0,0,0,0,0,0.000,0
0,11607,0.00,0,0,0,0,0,0.000,0
0,11611,0.00,0,0,0,0,0,0.000,0
0,11584,0.00,0,0,0,0,0,0.000,0
0,11599,0.00,0,0,0,0,0,0.000,0
0,11576,0.00,0,0,0,0,0,0.000,0
0,11554,0.00,0,0,0,0,0,0.000,0
0,11568,0.00,0,0,0,0,0,0.000,0
0,11561,0.00,0,0,0,0,0,0.000,0
0,11571,0.00,0,0,0,0,0,0.000,0
0,11590,0.00,0,0,0,0,0,0.000,0
0,11597,0.00,0,0,0,0,0,0.000,0
0,11598,0.00,0,0,0,0,0,0.000,0
0,11614,0.00,0,0,0,0,0,0.000,0
0,11623,0.00,0,0,0,0,0,0.000,0
0,11585,0.00,0,0,0,0,0,0.000,0
0,11590,0.00,0,0,0,0,0,0.000,0
0,11590,0.00,0,0,0,0,0,0.000,0
0,11592,0.00,0,0,0,0,0,0.000,0
0,11571,0.00,0,0,0,0,0,0.000,0
0,11600,0.00,0,0,0,0,0,0.000,0
0,11602,0.00,0,0,0,0,0,0.000,0
0,11601,0.00,0,0,0,0,0,0.000,0
0,11578,0.00,0,0,0,0,0,0.000,0
0,11566,0.00,0,0,0,0,0,0.000,0
0,11582,0.00,0,0,0,0,0,0.000,0
0,11598,0.00,0,0,0,0,0,0.000,0
0,11613,0.00,0,0,0,0,0,0.000,0
0,11631,0.00,0,0,0,0,0,0.000,0
0,11636,0.00,0,0,0,0,0,0.000,0
0,11637,0.00,0,0,0,0,0,0.000,0
0,11610,0.00,0,0,0,0,0,0.000,0
0,11626,0.00,0,0,0,0,0,0.000,0
0,11623,0.00,0,0,0,0,0,0.000,0
0,11622,0.00,0,0,0,0,0,0.000,0
0,11598,0.00,0,0,0,0,0,0.000,0
0,11608,0.00,0,0,0,0,0,0.000,0
0,11616,0.00,0,0,0,0,0,0.000,0
0,11618,0.00,0,0,0,0,0,0.000,0
0,11616,0.00,0,0,0,0,0,0.000,0
0,11625,0.00,0,0,0,0,0,0.000,0
0,11632,0.00,0,0,0,0,0,0.000,0
0,11632,0.00,0,0,0,0,0,0.000,0
0,11631,0.00,0,0,0,0,0,0.000,0
0,11604,0.00,0,0,0,0,0,0.000,0
0,11609,0.00,0,0,0,0,0,0.000,0
0,11606,0.00,0,0,0,0,0,0.000,0
0,11624,0.00,0,0,0,0,0,0.000,0
0,11631,0.00,0,0,0,0,0,0.000,0
0,11631,0.00,0,0,0,0,0,0.000,0
0,11630,0.00,0,0,0,0,0,0.000,0
0,11636,0.00,0,0,0,0,0,0.000,0
0,11635,0.00,0,0,0,0,0,0.000,0
0,11642,0.00,0,0,0,0,0,0.000,0
0,11609,0.00,0,0,0,0,0,0.000,0
0,11609,0.00,0,0,0,0,0,0.000,0
0,11586,0.00,0,0,0,0,0,0.000,0
0,11617,0.00,0,0,0,0,0,0.000,0
0,11624,0.00,0,0,0,0,0,0.000,0
0,11634,0.00,0,0,0,0,0,0.000,0
0,11603,0.00,0,0,0,0,0,0.000,0
0,11609,0.00,0,0,0,0,0,0.000,0
0,11625,0.00,0,0,0,0,0,0.000,0
0,11626,0.00,0,0,0,0,0,0.000,0
0,11634,0.00,0,0,0,0,0,0.000,0
0,11640,0.00,0,0,0,0,0,0.000,0
0,11639,0.00,0,0,0,0,0,0.000,0
0,11647,0.00,0,0,0,0,0,0.000,0
0,11645,0.00,0,0,0,0,0,0.000,0
0,11641,0.00,0,0,0,0,0,0.000,0
0,11649,0.00,0,0,0,0,0,0.000,0
0,11640,0.00,0,0,0,0,0,0.000,0
0,11608,0.00,0,0,0,0,0,0.000,0
0,11585,0.00,0,0,0,0,0,0.000,0
0,11602,0.00,0,0,0,0,0,0.000,0
0,11610,0.00,0,0,0,0,0,0.000,0
0,11606,0.00,0,0,0,0,0,0.000,0
0,11618,0.00,0,0,0,0,0,0.000,0
0,11588,0.00,0,0,0,0,0,0.000,0
0,11593,0.00,0,0,0,0,0,0.000,0
0,11568,0.00,0,0,0,0,0,0.000,0
0,11595,0.00,0,0,0,0,0,0.000,0
0,11607,0.00,0,0,0,0,0,0.000,0
0,11593,0.00,0,0,0,0,0,0.000,0
0,11601,0.00,0,0,0,0,0,0.000,0
0,11578,0.00,0,0,0,0,0,0.000,0
0,11596,0.00,0,0,0,0,0,0.000,0
0,11615,0.00,0,0,0,0,0,0.000,0
0,11630,0.00,0,0,0,0,0,0.000,0
0,11633,0.00,0,0,0,0,0,0.000,0
0,11642,0.00,0,0,0,0,0,0.000,0
0,11636,0.00,0,0,0,0,0,0.000,0
0,11644,0.00,0,0,0,0,0,0.000,0
0,11642,0.00,0,0,0,0,0,0.000,0
0,11647,0.00,0,0,0,0,0,0.000,0
0,11640,0.00,0,0,0,0,0,0.000,0
0,11609,0.00,0,0,0,0,0,0.000,0
0,11608,0.00,0,0,0,0,0,0.000,0
0,11582,0.00,0,0,0,0,0,0.000,0
0,11594,0.00,0,0,0,0,0,0.000,0
0,11602,0.00,0,0,0,0,0,0.000,0
0,11612,0.00,0,0,0,0,0,0.000,0
0,11620,0.00,0,0,0,0,0,0.000,0
0,11615,0.00,0,0,0,0,0,0.000,0
0,11607,0.00,0,0,0,0,0,0.000,0
0,11590,0.00,0,0,0,0,0,0.000,0
0,11569,0.00,0,0,0,0,0,0.000,0
0,11591,0.00,0,0,0,0,0,0.000,0
0,11598,0.00,0,0,0,0,0,0.000,0
0,11597,0.00,0,0,0,0,0,0.000,0
0,11602,0.00,0,0,0,0,0,0.000,0
0,11571,0.00,0,0,0,0,0,0.000,0
0,11578,0.00,0,0,0,0,0,0.000,0
0,11584,0.00,0,0,0,0,0,0.000,0
0,11581,0.00,0,0,0,0,0,0.000,0
0,11596,0.00,0,0,0,0,0,0.000,0
0,11574,0.00,0,0,0,0,0,0.000,0
0,11556,0.00,0,0,0,0,0,0.000,0
0,11581,0.00,0,0,0,0,0,0.000,0
0,11593,0.00,0,0,0,0,0,0.000,0
0,11593,0.00,0,0,0,0,0,0.000,0
0,11592,0.00,0,0,0,0,0,0.000,0
0,11586,0.00,0,0,0,0,0,0.000,0
0,11563,0.00,0,0,0,0,0,0.000,0
0,11581,0.00,0,0,0,0,0,0.000,0
0,11596,0.00,0,0,0,0,0,0.000,0
0,11608,0.00,0,0,0,0,0,0.000,0
0,11626,0.00,0,0,0,0,0,0.000,0
0,11629,0.00,0,0,0,0,0,0.000,0
0,11630,0.00,0,0,0,0,0,0.000,0
0,11630,0.00,0,0,0,0,0,0.000,0
0,11626,0.00,0,0,0,0,0,0.000,0
0,11624,0.00,0,0,0,0,0,0.000,0
0,11629,0.00,0,0,0,0,0,0.000,0
0,11619,0.00,0,0,0,0,0,0.000,0
0,11625,0.00,0,0,0,0,0,0.000,0
0,11628,0.00,0,0,0,0,0,0.000,0
0,11589,0.00,0,0,0,0,0,0.000,0
0,11599,0.00,0,0,0,0,0,0.000,0
0,11576,0.00,0,0,0,0,0,0.000,0
0,11605,0.00,0,0,0,0,0,0.000,0
0,11604,0.00,0,0,0,0,0,0.000,0
0,11619,0.00,0,0,0,0,0,0.000,0
0,11619,0.00,0,0,0,0,0,0.000,0
0,11623,0.00,0,0,0,0,0,0.000,0
0,11629,0.00,0,0,0,0,0,0.000,0
0,11603,0.00,0,0,0,0,0,0.000,0
0,11588,0.00,0,0,0,0,0,0.000,0
0,11597,0.00,0,0,0,0,0,0.000,0
0,11602,0.00,0,0,0,0,0,0.000,0
0,11605,0.00,0,0,0,0,0,0.000,0
0,11621,0.00,0,0,0,0,0,0.000,0
0,11630,0.00,0,0,0,0,0,0.000,0
0,11633,0.00,0,0,0,0,0,0.000,0
0,11636,0.00,0,0,0,0,0,0.000,0
0,11629,0.00,0,0,0,0,0,0.000,0
0,11637,0.00,0,0,0,0,0,0.000,0
0,11629,0.00,0,0,0,0,0,0.000,0
0,11635,0.00,0,0,0,0,0,0.000,0
0,11624,0.00,0,0,0,0,0,0.000,0
0,11627,0.00,0,0,0,0,0,0.000,0
0,11628,0.00,0,0,0,0,0,0.000,0
0,11630,0.00,0,0,0,0,0,0.000,0
0,11609,0.00,0,0,0,0,0,0.000,0
0,11621,0.00,0,0,0,0,0,0.000,0
0,11634,0.00,0,0,0,0,0,0.000,0
0,11633,0.00,0,0,0,0,0,0.000,0
0,11633,0.00,0,0,0,0,0,0.000,0
0,11644,0.00,0,0,0,0,0,0.000,0
0,11647,0.00,0,0,0,0,0,0.000,0
0,11651,0.00,0,0,0,0,0,0.000,0
0,11640,0.00,0,0,0,0,0,0.000,0
0,11638,0.00,0,0,0,0,0,0.000,0
0,11639,0.00,0,0,0,0,0,0.000,0
0,11636,0.00,0,0,0,0,0,0.000,0
0,11650,0.00,0,0,0,0,0,0.000,0
0,11649,0.00,0,0,0,0,0,0.000,0
0,11614,0.00,0,0,0,0,0,0.000,0
0,11625,0.00,0,0,0,0,0,0.000,0
0,11634,0.00,0,0,0,0,0,0.000,0
0,11600,0.00,0,0,0,0,0,0.000,0
0,11607,0.00,0,0,0,0,0,0.000,0
0,11622,0.00,0,0,0,0,0,0.000,0
0,11627,0.00,0,0,0,0,0,0.000,0
0,11631,0.00,0,0,0,0,0,0.000,0
0,11637,0.00,0,0,0,0,0,0.000,0
0,11646,0.00,0,0,0,0,0,0.000,0
0,11639,0.00,0,0,0,0,0,0.000,0
0,11645,0.00,0,0,0,0,0,0.000,0
0,11645,0.00,0,0,0,0,0,0.000,0
0,11642,0.00,0,0,0,0,0,0.000,0
0,11651,0.00,0,0,0,0,0,0.000,0
0,11639,0.00,0,0,0,0,0,0.000,0
0,11649,0.00,0,0,0,0,0,0.000,0
0,11623,0.00,0,0,0,0,0,0.000,0
0,11626,0.00,0,0,0,0,0,0.000,0
0,11633,0.00,0,0,0,0,0,0.000,0
0,11598,0.00,0,0,0,0,0,0.000,0
0,11611,0.00,0,0,0,0,0,0.000,0
0,11609,0.00,0,0,0,0,0,0.000,0
0,11611,0.00,0,0,0,0,0,0.000,0
0,11610,0.00,0,0,0,0,0,0.000,0
0,11619,0.00,0,0,0,0,0,0.000,0
0,11618,0.00,0,0,0,0,0,0.000,0
0,11589,0.00,0,0,0,0,0,0.000,0
0,11574,0.00,0,0,0,0,0,0.000,0
0,11588,0.00,0,0,0,0,0,0.000,0
0,11571,0.00,0,0,0,0,0,0.000,0
0,11563,0.00,0,0,0,0,0,0.000,0
0,11582,0.00,0,0,0,0,0,0.000,0
0,11580,0.00,0,0,0,0,0,0.000,0
0,11585,0.00,0,0,0,0,0,0.000,0
0,11569,0.00,0,0,0,0,0,0.000,0
0,11561,0.00,0,0,0,0,0,0.000,0
0,11578,0.00,0,0,0,0,0,0.000,0
0,11594,0.00,0,0,0,0,0,0.000,0
0,11603,0.00,0,0,0,0,0,0.000,0
0,11616,0.00,0,0,0,0,0,0.000,0
0,11621,0.00,0,0,0,0,0,0.000,0
0,11626,0.00,0,0,0,0,0,0.000,0
0,11602,0.00,0,0,0,0,0,0.000,0
0,11611,0.00,0,0,0,0,0,0.000,0
0,11594,0.00,0,0,0,0,0,0.000,0
0,11608,0.00,0,0,0,0,0,0.000,0
0,11609,0.00,0,0,0,0,0,0.000,0
0,11619,0.00,0,0,0,0,0,0.000,0
0,11623,0.00,0,0,0,0,0,0.000,0
0,11607,0.00,0,0,0,0,0,0.000,0
0,11621,0.00,0,0,0,0,0,0.000,0
0,11627,0.00,0,0,0,0,0,0.000,0
0,11637,0.00,0,0,0,0,0,0.000,0
0,11634,0.00,0,0,0,0,0,0.000,0
0,11624,0.00,0,0,0,0,0,0.000,0
0,11593,0.00,0,0,0,0,0,0.000,0
0,11605,0.00,0,0,0,0,0,0.000,0
0,11613,0.00,0,0,0,0,0,0.000,0
0,11631,0.00,0,0,0,0,0,0.000,0
0,11623,0.00,0,0,0,0,0,0.000,0
0,11628,0.00,0,0,0,0,0,0.000,0
0,11638,0.00,0,0,0,0,0,0.000,0
0,11638,0.00,0,0,0,0,0,0.000,0
0,11641,0.00,0,0,0,0,0,0.000,0
0,11608,0.00,0,0,0,0,0,0.000,0
0,11615,0.00,0,0,0,0,0,0.000,0
0,11620,0.00,0,0,0,0,0,0.000,0
0,11625,0.00,0,0,0,0,0,0.000,0
0,11634,0.00,0,0,0,0,0,0.000,0
0,11633,0.00,0,0,0,0,0,0.000,0
0,11608,0.00,0,0,0,0,0,0.000,0
0,11630,0.00,0,0,0,0,0,0.000,0
0,11640,0.00,0,0,0,0,0,0.000,0
0,11640,0.00,0,0,0,0,0,0.000,0
0,11639,0.00,0,0,0,0,0,0.000,0
0,11643,0.00,0,0,0,0,0,0.000,0
0,11634,0.00,0,0,0,0,0,0.000,0
0,11630,0.00,0,0,0,0,0,0.000,0
0,11631,0.00,0,0,0,0,0,0.000,0
0,11636,0.00,0,0,0,0,0,0.000,0
0,11637,0.00,0,0,0,0,0,0.000,0
0,11642,0.00,0,0,0,0,0,0.000,0
0,11614,0.00,0,0,0,0,0,0.000,0
0,11626,0.00,0,0,0,0,0,0.000,0
0,11626,0.00,0,0,0,0,0,0.000,0
0,11620,0.00,0,0,0,0,0,0.000,0
0,11634,0.00,0,0,0,0,0,0.000,0
0,11648,0.00,0,0,0,0,0,0.000,0
0,11657,0.00,0,0,0,0,0,0.000,0
0,11663,0.00,0,0,0,0,0,0.000,0
0,11653,0.00,0,0,0,0,0,0.000,0
0,11649,0.00,0,0,0,0,0,0.000,0
0,11645,0.00,0,0,0,0,0,0.000,0
0,11643,0.00,0,0,0,0,0,0.000,0
0,11640,0.00,0,0,0,0,0,0.000,0
0,11637,0.00,0,0,0,0,0,0.000,0
0,11650,0.00,0,0,0,0,0,0.000,0
0,11657,0.00,0,0,0,0,0,0.000,0
0,11647,0.00,0,0,0,0,0,0.000,0
0,11612,0.00,0,0,0,0,0,0.000,0
0,11617,0.00,0,0,0,0,0,0.000,0
0,11601,0.00,0,0,0,0,0,0.000,0
0,11578,0.00,0,0,0,0,0,0.000,0
0,11592,0.00,0,0,0,0,0,0.000,0
0,11603,0.00,0,0,0,0,0,0.000,0
0,11615,0.00,0,0,0,0,0,0.000,0
0,11586,0.00,0,0,0,0,0,0.000,0
0,11597,0.00,0,0,0,0,0,0.000,0
0,11616,0.00,0,0,0,0,0,0.000,0
0,11596,0.00,0,0,0,0,0,0.000,0
0,11579,0.00,0,0,0,0,0,0.000,0
0,11586,0.00,0,0,0,0,0,0.000,0
0,11597,0.00,0,0,0,0,0,0.000,0
0,11605,0.00,0,0,0,0,0,0.000,0
